"SITECODE","LCODE","SDATE","SECTION","FIELDNAME","VALUE","BROODED"
"T06","01",16-APR-99,10,"2",1,""
"T06","01",16-APR-99,10,"84",1,""
"T06","01",16-APR-99,11,"XX",0,""
"T06","01",16-APR-99,7,"XX",0,""
"T03","01",23-APR-99,1,"99",1,""
"T03","01",23-APR-99,2,"99",1,""
"T03","01",23-APR-99,3,"99",1,""
"T03","01",23-APR-99,4,"XX",0,""
"T03","01",23-APR-99,5,"XX",0,""
"T03","01",23-APR-99,10,"99",2,""
"T03","01",23-APR-99,7,"XX",0,""
"T03","01",23-APR-99,8,"27",1,"S"
"T03","01",23-APR-99,8,"99",3,""
"T03","01",23-APR-99,9,"99",1,""
"T03","01",23-APR-99,6,"XX",0,""
"T09","01",27-APR-99,1,"XX",0,""
"T02","02",27-APR-99,4,"XX",0,""
"T09","01",27-APR-99,2,"84",2,""
"T09","01",27-APR-99,3,"4",1,""
"T09","01",27-APR-99,3,"84",1,""
"T06","01",27-APR-99,1,"XX",0,""
"T06","01",27-APR-99,2,"XX",0,""
"T06","01",27-APR-99,3,"XX",0,""
"T06","01",27-APR-99,4,"XX",0,""
"T06","01",27-APR-99,5,"XX",0,""
"T07","01",27-APR-99,1,"XX",0,""
"T07","01",27-APR-99,2,"XX",0,""
"T07","01",27-APR-99,3,"XX",0,""
"T07","01",27-APR-99,4,"XX",0,""
"T07","01",27-APR-99,5,"XX",0,""
"T07","01",27-APR-99,6,"XX",0,""
"T08","01",27-APR-99,1,"XX",0,""
"T08","01",27-APR-99,2,"27",1,""
"T08","01",27-APR-99,3,"2",1,""
"T08","01",27-APR-99,4,"54",1,""
"T08","01",27-APR-99,5,"84",1,""
"T08","01",27-APR-99,6,"XX",0,""
"T08","01",27-APR-99,7,"XX",0,""
"T08","01",27-APR-99,8,"XX",0,""
"T08","01",27-APR-99,9,"XX",0,""
"T08","01",27-APR-99,10,"XX",0,""
"T08","01",27-APR-99,11,"XX",0,""
"T08","01",27-APR-99,12,"XX",0,""
"T08","01",27-APR-99,13,"XX",0,""
"T06","01",27-APR-99,6,"XX",0,""
"T06","01",27-APR-99,7,"XX",0,""
"T06","01",27-APR-99,8,"XX",0,""
"T06","01",27-APR-99,9,"XX",0,""
"T06","01",27-APR-99,10,"2",3,""
"T06","01",27-APR-99,11,"XX",0,""
"T06","01",27-APR-99,12,"XX",0,""
"T02","01",27-APR-99,1,"XX",0,""
"T02","01",27-APR-99,2,"XX",0,""
"T02","01",27-APR-99,3,"XX",0,""
"T02","01",27-APR-99,4,"99",2,""
"T02","01",27-APR-99,5,"99",1,""
"T02","01",27-APR-99,6,"XX",0,""
"T02","01",27-APR-99,7,"XX",0,""
"T02","01",27-APR-99,8,"XX",0,""
"T02","01",27-APR-99,9,"XX",0,""
"T02","01",27-APR-99,10,"XX",0,""
"T02","01",27-APR-99,11,"XX",0,""
"T02","02",27-APR-99,1,"XX",0,""
"T02","02",27-APR-99,2,"XX",0,""
"T02","02",27-APR-99,3,"XX",0,""
"T09","01",27-APR-99,2,"4",1,""
"T10","01",28-APR-99,1,"XX",0,""
"T10","01",28-APR-99,2,"XX",0,""
"T10","01",28-APR-99,3,"110",1,""
"T10","01",28-APR-99,4,"XX",0,""
"T10","01",28-APR-99,5,"XX",0,""
"T10","01",28-APR-99,6,"XX",0,""
"T10","01",28-APR-99,7,"XX",0,""
"T10","01",28-APR-99,8,"XX",0,""
"T10","01",28-APR-99,9,"100",1,""
"T10","01",28-APR-99,10,"84",1,""
"T10","01",28-APR-99,11,"XX",0,""
"T10","01",28-APR-99,12,"XX",0,""
"T10","01",28-APR-99,13,"XX",0,""
"T10","01",28-APR-99,14,"XX",0,""
"T10","01",28-APR-99,15,"XX",0,""
"T11","01",28-APR-99,1,"XX",0,""
"T11","01",28-APR-99,2,"XX",0,""
"T11","01",28-APR-99,3,"XX",0,""
"T11","01",28-APR-99,4,"XX",0,""
"T11","01",28-APR-99,5,"XX",0,""
"T05","01",28-APR-99,10,"4",1,""
"T05","01",28-APR-99,10,"84",2,""
"T05","01",28-APR-99,10,"93",1,""
"T05","01",28-APR-99,11,"XX",0,""
"T05","01",28-APR-99,12,"54",1,""
"T05","01",28-APR-99,12,"99",1,""
"T05","01",28-APR-99,13,"XX",0,""
"T05","01",28-APR-99,14,"XX",0,""
"T05","01",28-APR-99,15,"XX",0,""
"T04","01",28-APR-99,4,"XX",0,""
"T04","01",28-APR-99,5,"XX",0,""
"T04","01",28-APR-99,6,"XX",0,""
"T04","01",28-APR-99,7,"XX",0,""
"T04","01",28-APR-99,8,"XX",0,""
"T04","01",28-APR-99,9,"XX",0,""
"T04","01",28-APR-99,10,"XX",0,""
"T05","01",28-APR-99,1,"27",1,""
"T05","01",28-APR-99,2,"27",1,""
"T05","01",28-APR-99,2,"93",2,""
"T05","01",28-APR-99,3,"84",1,""
"T05","01",28-APR-99,4,"XX",0,""
"T05","01",28-APR-99,5,"93",2,""
"T05","01",28-APR-99,6,"XX",0,""
"T05","01",28-APR-99,7,"27",1,""
"T05","01",28-APR-99,8,"84",2,""
"T05","01",28-APR-99,9,"2",1,""
"T05","01",28-APR-99,9,"84",2,""
"T04","01",28-APR-99,1,"XX",0,""
"T04","01",28-APR-99,2,"XX",0,""
"T04","01",28-APR-99,3,"XX",0,""
"T01","01",28-APR-99,1,"XX",0,""
"T01","01",28-APR-99,2,"2",1,""
"T01","01",28-APR-99,3,"XX",0,""
"T01","01",28-APR-99,4,"2",3,""
"T01","01",28-APR-99,5,"XX",0,""
"T01","01",28-APR-99,6,"84",1,""
"T01","01",28-APR-99,7,"2",3,""
"T01","01",28-APR-99,7,"84",2,""
"T01","01",28-APR-99,8,"XX",0,""
"T01","01",28-APR-99,9,"54",1,""
"T01","01",28-APR-99,9,"84",1,""
"T01","01",28-APR-99,9,"99",1,""
"T01","01",28-APR-99,10,"XX",0,""
"T01","01",28-APR-99,11,"XX",0,""
"T01","01",28-APR-99,12,"XX",0,""
"T08","01",29-APR-99,8,"XX",0,""
"T01","01",29-APR-99,12,"XX",0,""
"T08","01",29-APR-99,10,"XX",0,""
"T08","01",29-APR-99,11,"XX",0,""
"T08","01",29-APR-99,12,"XX",0,""
"T08","01",29-APR-99,13,"2",1,""
"T09","01",29-APR-99,1,"84",1,""
"T09","01",29-APR-99,2,"84",2,""
"T09","01",29-APR-99,3,"93",2,""
"T09","01",29-APR-99,3,"98",1,""
"T08","01",29-APR-99,1,"XX",0,""
"T08","01",29-APR-99,2,"XX",0,""
"T08","01",29-APR-99,3,"XX",0,""
"T08","01",29-APR-99,4,"XX",0,""
"T08","01",29-APR-99,5,"XX",0,""
"T08","01",29-APR-99,6,"2",1,""
"T08","01",29-APR-99,7,"84",5,""
"T08","01",29-APR-99,7,"99",2,""
"T02","01",29-APR-99,1,"XX",0,""
"T02","01",29-APR-99,2,"XX",0,""
"T02","01",29-APR-99,3,"XX",0,""
"T02","01",29-APR-99,4,"99",2,""
"T02","01",29-APR-99,5,"99",1,""
"T02","01",29-APR-99,6,"99",1,""
"T02","01",29-APR-99,7,"XX",0,""
"T02","01",29-APR-99,8,"XX",0,""
"T02","01",29-APR-99,9,"XX",0,""
"T02","01",29-APR-99,10,"XX",0,""
"T02","01",29-APR-99,11,"XX",0,""
"T02","02",29-APR-99,1,"XX",0,""
"T02","02",29-APR-99,2,"XX",0,""
"T02","02",29-APR-99,3,"XX",0,""
"T02","02",29-APR-99,4,"XX",0,""
"T01","01",29-APR-99,1,"XX",0,""
"T01","01",29-APR-99,2,"2",1,""
"T01","01",29-APR-99,2,"99",1,""
"T01","01",29-APR-99,3,"XX",0,""
"T01","01",29-APR-99,4,"2",2,""
"T01","01",29-APR-99,4,"4",2,""
"T01","01",29-APR-99,4,"84",1,""
"T01","01",29-APR-99,5,"XX",0,""
"T01","01",29-APR-99,6,"99",1,""
"T01","01",29-APR-99,7,"2",3,""
"T01","01",29-APR-99,7,"84",3,""
"T01","01",29-APR-99,8,"84",1,""
"T01","01",29-APR-99,9,"2",1,""
"T01","01",29-APR-99,9,"84",1,""
"T01","01",29-APR-99,10,"XX",0,""
"T01","01",29-APR-99,11,"XX",0,""
"T08","01",29-APR-99,9,"XX",0,""
"T10","01",30-APR-99,3,"110",1,""
"T05","01",30-APR-99,15,"XX",0,""
"T10","01",30-APR-99,1,"54",1,""
"T10","01",30-APR-99,2,"XX",0,""
"T10","01",30-APR-99,5,"110",1,""
"T10","01",30-APR-99,6,"XX",0,""
"T10","01",30-APR-99,7,"110",2,""
"T10","01",30-APR-99,7,"54",1,""
"T10","01",30-APR-99,8,"XX",0,""
"T10","01",30-APR-99,9,"54",1,""
"T10","01",30-APR-99,10,"110",1,""
"T10","01",30-APR-99,10,"68",1,""
"T10","01",30-APR-99,10,"84",2,""
"T10","01",30-APR-99,11,"110",1,""
"T10","01",30-APR-99,11,"54",1,""
"T10","01",30-APR-99,12,"XX",0,""
"T10","01",30-APR-99,13,"110",1,""
"T10","01",30-APR-99,14,"84",1,""
"T10","01",30-APR-99,15,"XX",0,""
"T05","01",30-APR-99,1,"84",1,""
"T05","01",30-APR-99,2,"27",1,""
"T05","01",30-APR-99,2,"93",1,""
"T05","01",30-APR-99,3,"2",1,""
"T05","01",30-APR-99,3,"99",1,""
"T05","01",30-APR-99,4,"27",1,""
"T05","01",30-APR-99,4,"84",1,""
"T05","01",30-APR-99,4,"99",1,""
"T05","01",30-APR-99,5,"93",3,""
"T05","01",30-APR-99,6,"2",1,""
"T05","01",30-APR-99,6,"27",2,""
"T05","01",30-APR-99,6,"99",1,""
"T05","01",30-APR-99,7,"99",1,""
"T05","01",30-APR-99,8,"27",1,""
"T05","01",30-APR-99,8,"84",2,""
"T05","01",30-APR-99,9,"4",2,""
"T05","01",30-APR-99,9,"84",3,""
"T05","01",30-APR-99,9,"99",2,""
"T05","01",30-APR-99,10,"XX",0,""
"T05","01",30-APR-99,11,"99",1,""
"T05","01",30-APR-99,12,"XX",0,""
"T05","01",30-APR-99,13,"XX",0,""
"T05","01",30-APR-99,14,"84",1,""
"T10","01",30-APR-99,4,"110",3,""
"T07","01",04-MAY-99,1,"XX",0,""
"T06","01",04-MAY-99,12,"XX",0,""
"T07","01",04-MAY-99,3,"XX",0,""
"T07","01",04-MAY-99,4,"XX",0,""
"T07","01",04-MAY-99,5,"XX",0,""
"T07","01",04-MAY-99,6,"XX",0,""
"T06","01",04-MAY-99,1,"XX",0,""
"T06","01",04-MAY-99,2,"4",1,""
"T06","01",04-MAY-99,3,"XX",0,""
"T06","01",04-MAY-99,4,"XX",0,""
"T06","01",04-MAY-99,5,"84",1,""
"T06","01",04-MAY-99,6,"XX",0,""
"T06","01",04-MAY-99,7,"2",1,""
"T06","01",04-MAY-99,8,"XX",0,""
"T06","01",04-MAY-99,9,"XX",0,""
"T06","01",04-MAY-99,10,"XX",0,""
"T06","01",04-MAY-99,11,"XX",0,""
"T07","01",04-MAY-99,2,"XX",0,""
"T11","01",05-MAY-99,1,"XX",0,""
"T03","01",05-MAY-99,10,"XX",0,""
"T11","01",05-MAY-99,3,"XX",0,""
"T11","01",05-MAY-99,4,"XX",0,""
"T11","01",05-MAY-99,5,"XX",0,""
"T03","01",05-MAY-99,1,"XX",0,""
"T03","01",05-MAY-99,2,"XX",0,""
"T03","01",05-MAY-99,3,"XX",0,""
"T03","01",05-MAY-99,4,"99",3,""
"T03","01",05-MAY-99,5,"XX",0,""
"T03","01",05-MAY-99,6,"XX",0,""
"T03","01",05-MAY-99,7,"99",1,""
"T03","01",05-MAY-99,8,"XX",0,""
"T03","01",05-MAY-99,9,"XX",0,""
"T11","01",05-MAY-99,2,"XX",0,""
"T07","01",07-MAY-99,1,"XX",0,""
"T07","01",07-MAY-99,2,"XX",0,""
"T07","01",07-MAY-99,6,"XX",0,""
"T07","01",07-MAY-99,4,"XX",0,""
"T07","01",07-MAY-99,5,"XX",0,""
"T07","01",07-MAY-99,3,"XX",0,""
"T09","01",09-MAY-99,3,"4",3,""
"T05","01",09-MAY-99,15,"XX",0,""
"T09","01",09-MAY-99,1,"2",1,""
"T09","01",09-MAY-99,1,"4",1,""
"T09","01",09-MAY-99,1,"99",2,""
"T09","01",09-MAY-99,2,"4",1,""
"T09","01",09-MAY-99,2,"93",3,""
"T09","01",09-MAY-99,2,"98",1,""
"T09","01",09-MAY-99,2,"99",1,""
"T05","01",09-MAY-99,1,"27",1,""
"T05","01",09-MAY-99,1,"94",1,""
"T05","01",09-MAY-99,2,"XX",0,""
"T05","01",09-MAY-99,3,"99",1,""
"T05","01",09-MAY-99,4,"27",1,""
"T05","01",09-MAY-99,4,"4",2,""
"T05","01",09-MAY-99,4,"93",1,""
"T05","01",09-MAY-99,4,"99",4,""
"T05","01",09-MAY-99,5,"XX",0,""
"T05","01",09-MAY-99,6,"93",1,""
"T05","01",09-MAY-99,6,"99",1,""
"T05","01",09-MAY-99,7,"99",2,""
"T05","01",09-MAY-99,8,"XX",0,""
"T05","01",09-MAY-99,9,"4",1,""
"T05","01",09-MAY-99,9,"84",1,""
"T05","01",09-MAY-99,9,"99",7,""
"T05","01",09-MAY-99,10,"93",1,""
"T05","01",09-MAY-99,10,"99",1,""
"T05","01",09-MAY-99,11,"99",2,""
"T05","01",09-MAY-99,12,"XX",0,""
"T05","01",09-MAY-99,13,"99",1,""
"T05","01",09-MAY-99,14,"XX",0,""
"T09","01",09-MAY-99,3,"99",2,""
"T01","01",10-MAY-99,12,"XX",0,""
"T01","01",10-MAY-99,1,"XX",0,""
"T01","01",10-MAY-99,2,"4",2,""
"T01","01",10-MAY-99,2,"93",1,""
"T01","01",10-MAY-99,3,"XX",0,""
"T01","01",10-MAY-99,4,"XX",0,""
"T01","01",10-MAY-99,11,"XX",0,""
"T01","01",10-MAY-99,6,"XX",0,""
"T01","01",10-MAY-99,7,"XX",0,""
"T01","01",10-MAY-99,8,"XX",0,""
"T01","01",10-MAY-99,9,"84",1,""
"T01","01",10-MAY-99,10,"XX",0,""
"T01","01",10-MAY-99,5,"XX",0,""
"T08","01",11-MAY-99,1,"XX",0,""
"T08","01",11-MAY-99,13,"XX",0,""
"T08","01",11-MAY-99,3,"XX",0,""
"T08","01",11-MAY-99,4,"XX",0,""
"T08","01",11-MAY-99,5,"100",2,""
"T08","01",11-MAY-99,6,"100",1,""
"T08","01",11-MAY-99,6,"2",2,""
"T08","01",11-MAY-99,7,"4",3,""
"T08","01",11-MAY-99,7,"84",1,""
"T08","01",11-MAY-99,8,"4",1,""
"T08","01",11-MAY-99,8,"93",1,""
"T08","01",11-MAY-99,9,"84",1,""
"T08","01",11-MAY-99,10,"XX",0,""
"T08","01",11-MAY-99,11,"XX",0,""
"T08","01",11-MAY-99,12,"XX",0,""
"T08","01",11-MAY-99,2,"XX",0,""
"T02","02",12-MAY-99,1,"XX",0,""
"T02","02",12-MAY-99,4,"99",1,""
"T02","02",12-MAY-99,3,"XX",0,""
"T02","02",12-MAY-99,2,"XX",0,""
"T01","01",13-MAY-99,1,"XX",0,""
"T01","01",13-MAY-99,12,"XX",0,""
"T01","01",13-MAY-99,3,"4",2,""
"T01","01",13-MAY-99,4,"4",1,""
"T01","01",13-MAY-99,4,"84",1,""
"T01","01",13-MAY-99,5,"99",1,""
"T01","01",13-MAY-99,6,"2",1,""
"T01","01",13-MAY-99,6,"4",1,""
"T01","01",13-MAY-99,6,"54",1,""
"T01","01",13-MAY-99,7,"XX",0,""
"T01","01",13-MAY-99,8,"99",1,""
"T01","01",13-MAY-99,9,"4",1,""
"T01","01",13-MAY-99,9,"84",1,""
"T01","01",13-MAY-99,9,"99",1,""
"T01","01",13-MAY-99,10,"XX",0,""
"T01","01",13-MAY-99,11,"XX",0,""
"T01","01",13-MAY-99,2,"4",1,""
"T05","01",14-MAY-99,8,"99",2,""
"T05","01",14-MAY-99,7,"XX",0,""
"T05","01",14-MAY-99,9,"84",1,""
"T05","01",14-MAY-99,9,"99",5,""
"T05","01",14-MAY-99,10,"93",1,""
"T05","01",14-MAY-99,11,"XX",0,""
"T05","01",14-MAY-99,12,"XX",0,""
"T05","01",14-MAY-99,13,"XX",0,""
"T05","01",14-MAY-99,14,"99",1,""
"T05","01",14-MAY-99,15,"XX",0,""
"T05","01",14-MAY-99,1,"XX",0,""
"T05","01",14-MAY-99,2,"99",1,""
"T05","01",14-MAY-99,3,"93",1,""
"T05","01",14-MAY-99,3,"99",1,""
"T05","01",14-MAY-99,4,"100",1,""
"T05","01",14-MAY-99,5,"XX",0,""
"T05","01",14-MAY-99,6,"XX",0,""
"T05","01",14-MAY-99,9,"54",1,""
"T11","01",15-MAY-99,3,"XX",0,""
"T11","01",15-MAY-99,4,"XX",0,""
"T11","01",15-MAY-99,2,"XX",0,""
"T11","01",15-MAY-99,1,"XX",0,""
"T11","01",15-MAY-99,5,"XX",0,""
"T06","01",16-MAY-99,1,"2",1,""
"T06","01",16-MAY-99,1,"4",1,""
"T06","01",16-MAY-99,2,"100",2,""
"T06","01",16-MAY-99,2,"84",1,""
"T06","01",16-MAY-99,3,"XX",0,""
"T06","01",16-MAY-99,4,"XX",0,""
"T06","01",16-MAY-99,12,"XX",0,""
"T06","01",16-MAY-99,6,"XX",0,""
"T06","01",16-MAY-99,7,"2",1,""
"T06","01",16-MAY-99,8,"XX",0,""
"T06","01",16-MAY-99,9,"XX",0,""
"T06","01",16-MAY-99,10,"84",1,""
"T06","01",16-MAY-99,11,"XX",0,""
"T06","01",16-MAY-99,5,"XX",0,""
"T02","01",17-MAY-99,2,"99",4,""
"T02","01",17-MAY-99,3,"2",1,""
"T02","01",17-MAY-99,3,"99",3,""
"T02","01",17-MAY-99,4,"99",4,""
"T02","01",17-MAY-99,1,"99",3,""
"T02","01",17-MAY-99,5,"68",1,""
"T02","01",17-MAY-99,11,"99",1,""
"T02","01",17-MAY-99,6,"XX",0,""
"T02","01",17-MAY-99,7,"XX",0,""
"T02","01",17-MAY-99,8,"XX",0,""
"T02","01",17-MAY-99,9,"XX",0,""
"T02","01",17-MAY-99,10,"99",1,""
"T02","01",17-MAY-99,5,"99",12,""
"T02","02",18-MAY-99,1,"XX",0,""
"T02","02",18-MAY-99,2,"XX",0,""
"T02","02",18-MAY-99,3,"XX",0,""
"T02","02",18-MAY-99,4,"99",2,""
"T03","01",18-MAY-99,1,"99",1,""
"T03","01",18-MAY-99,2,"XX",0,""
"T03","01",18-MAY-99,10,"XX",0,""
"T03","01",18-MAY-99,4,"99",2,""
"T03","01",18-MAY-99,5,"XX",0,""
"T03","01",18-MAY-99,6,"XX",0,""
"T03","01",18-MAY-99,7,"XX",0,""
"T03","01",18-MAY-99,8,"99",3,""
"T03","01",18-MAY-99,9,"XX",0,""
"T03","01",18-MAY-99,3,"99",1,""
"T06","01",19-MAY-99,10,"XX",0,""
"T06","01",19-MAY-99,11,"XX",0,""
"T06","01",19-MAY-99,12,"100",1,""
"T06","01",19-MAY-99,12,"2",1,""
"T04","01",19-MAY-99,1,"XX",0,""
"T04","01",19-MAY-99,2,"XX",0,""
"T04","01",19-MAY-99,3,"XX",0,""
"T04","01",19-MAY-99,4,"XX",0,""
"T04","01",19-MAY-99,5,"XX",0,""
"T04","01",19-MAY-99,6,"XX",0,""
"T04","01",19-MAY-99,7,"XX",0,""
"T04","01",19-MAY-99,8,"XX",0,""
"T04","01",19-MAY-99,9,"XX",0,""
"T04","01",19-MAY-99,10,"XX",0,""
"T11","01",19-MAY-99,1,"XX",0,""
"T11","01",19-MAY-99,2,"XX",0,""
"T11","01",19-MAY-99,3,"XX",0,""
"T11","01",19-MAY-99,4,"XX",0,""
"T11","01",19-MAY-99,5,"XX",0,""
"T10","01",19-MAY-99,10,"84",2,""
"T10","01",19-MAY-99,11,"46",1,""
"T10","01",19-MAY-99,12,"46",1,""
"T10","01",19-MAY-99,13,"XX",0,""
"T10","01",19-MAY-99,14,"XX",0,""
"T10","01",19-MAY-99,15,"110",1,""
"T10","01",19-MAY-99,1,"110",1,""
"T10","01",19-MAY-99,1,"54",2,""
"T09","01",19-MAY-99,1,"4",1,""
"T09","01",19-MAY-99,2,"4",1,""
"T09","01",19-MAY-99,2,"93",2,""
"T09","01",19-MAY-99,2,"98",1,""
"T09","01",19-MAY-99,3,"4",1,""
"T10","01",19-MAY-99,2,"54",1,""
"T10","01",19-MAY-99,3,"110",1,""
"T10","01",19-MAY-99,3,"20",1,""
"T10","01",19-MAY-99,3,"23",1,""
"T10","01",19-MAY-99,3,"54",1,""
"T10","01",19-MAY-99,4,"23",1,""
"T10","01",19-MAY-99,5,"46",1,""
"T10","01",19-MAY-99,5,"54",1,""
"T10","01",19-MAY-99,6,"XX",0,""
"T10","01",19-MAY-99,7,"XX",0,""
"T10","01",19-MAY-99,8,"46",1,""
"T10","01",19-MAY-99,8,"68",1,""
"T10","01",19-MAY-99,9,"46",3,""
"T10","01",19-MAY-99,10,"20",1,""
"T10","01",19-MAY-99,10,"23",1,""
"T10","01",19-MAY-99,10,"46",2,""
"T10","01",19-MAY-99,10,"54",1,""
"T08","01",19-MAY-99,1,"XX",0,""
"T08","01",19-MAY-99,2,"84",1,""
"T08","01",19-MAY-99,2,"99",2,""
"T08","01",19-MAY-99,3,"4",1,""
"T08","01",19-MAY-99,4,"100",1,""
"T08","01",19-MAY-99,4,"93",1,""
"T08","01",19-MAY-99,5,"98",1,""
"T08","01",19-MAY-99,5,"99",1,""
"T08","01",19-MAY-99,6,"99",1,""
"T08","01",19-MAY-99,7,"XX",0,""
"T08","01",19-MAY-99,8,"84",1,""
"T08","01",19-MAY-99,9,"4",1,""
"T08","01",19-MAY-99,10,"84",1,""
"T08","01",19-MAY-99,10,"98",1,""
"T08","01",19-MAY-99,11,"98",1,""
"T08","01",19-MAY-99,11,"99",2,""
"T08","01",19-MAY-99,12,"99",2,""
"T08","01",19-MAY-99,13,"XX",0,""
"T06","01",19-MAY-99,1,"XX",0,""
"T06","01",19-MAY-99,2,"4",1,""
"T06","01",19-MAY-99,2,"98",2,""
"T06","01",19-MAY-99,3,"122",1,""
"T06","01",19-MAY-99,3,"84",1,""
"T06","01",19-MAY-99,4,"XX",0,""
"T06","01",19-MAY-99,5,"XX",0,""
"T06","01",19-MAY-99,6,"54",1,""
"T06","01",19-MAY-99,7,"XX",0,""
"T06","01",19-MAY-99,8,"XX",0,""
"T06","01",19-MAY-99,9,"84",1,""
"T10","01",20-MAY-99,15,"46",1,""
"T10","01",20-MAY-99,1,"106",1,""
"T10","01",20-MAY-99,1,"110",4,""
"T10","01",20-MAY-99,1,"20",2,""
"T10","01",20-MAY-99,1,"29",1,""
"T10","01",20-MAY-99,1,"4",1,""
"T10","01",20-MAY-99,1,"54",1,""
"T10","01",20-MAY-99,1,"68",1,""
"T10","01",20-MAY-99,2,"XX",0,""
"T10","01",20-MAY-99,3,"XX",0,""
"T10","01",20-MAY-99,4,"106",1,""
"T10","01",20-MAY-99,4,"20",1,""
"T10","01",20-MAY-99,4,"23",1,""
"T10","01",20-MAY-99,4,"46",1,""
"T10","01",20-MAY-99,5,"106",1,""
"T10","01",20-MAY-99,5,"46",2,""
"T10","01",20-MAY-99,6,"29",1,""
"T10","01",20-MAY-99,7,"XX",0,""
"T10","01",20-MAY-99,8,"106",1,""
"T10","01",20-MAY-99,8,"20",4,""
"T10","01",20-MAY-99,8,"23",1,""
"T10","01",20-MAY-99,8,"68",1,""
"T10","01",20-MAY-99,9,"14",1,""
"T10","01",20-MAY-99,9,"46",4,""
"T10","01",20-MAY-99,9,"84",1,""
"T10","01",20-MAY-99,10,"100",1,""
"T10","01",20-MAY-99,10,"20",1,""
"T10","01",20-MAY-99,11,"93",1,""
"T10","01",20-MAY-99,12,"XX",0,""
"T10","01",20-MAY-99,13,"XX",0,""
"T10","01",20-MAY-99,14,"XX",0,""
"T08","01",20-MAY-99,4,"98",1,""
"T08","01",20-MAY-99,5,"XX",0,""
"T08","01",20-MAY-99,6,"84",1,""
"T08","01",20-MAY-99,7,"XX",0,""
"T08","01",20-MAY-99,8,"XX",0,""
"T08","01",20-MAY-99,9,"XX",0,""
"T08","01",20-MAY-99,10,"2",1,""
"T08","01",20-MAY-99,10,"84",1,""
"T08","01",20-MAY-99,11,"100",2,""
"T08","01",20-MAY-99,11,"4",1,""
"T08","01",20-MAY-99,11,"98",2,""
"T08","01",20-MAY-99,12,"100",1,""
"T08","01",20-MAY-99,13,"XX",0,""
"T08","01",20-MAY-99,1,"100",1,""
"T08","01",20-MAY-99,2,"100",4,""
"T08","01",20-MAY-99,2,"54",1,""
"T08","01",20-MAY-99,3,"XX",0,""
"T08","01",20-MAY-99,4,"100",1,""
"T01","01",20-MAY-99,1,"XX",0,""
"T01","01",20-MAY-99,2,"99",2,""
"T01","01",20-MAY-99,3,"XX",0,""
"T01","01",20-MAY-99,4,"2",1,""
"T01","01",20-MAY-99,4,"99",1,""
"T01","01",20-MAY-99,5,"XX",0,""
"T01","01",20-MAY-99,6,"XX",0,""
"T01","01",20-MAY-99,7,"XX",0,""
"T01","01",20-MAY-99,8,"2",1,""
"T01","01",20-MAY-99,8,"84",2,""
"T01","01",20-MAY-99,8,"99",1,""
"T01","01",20-MAY-99,9,"XX",0,""
"T01","01",20-MAY-99,10,"4",1,""
"T01","01",20-MAY-99,10,"99",2,""
"T01","01",20-MAY-99,11,"XX",0,""
"T01","01",20-MAY-99,12,"54",1,""
"T09","01",21-MAY-99,1,"XX",0,""
"T09","01",21-MAY-99,3,"4",1,""
"T09","01",21-MAY-99,2,"93",1,""
"T05","01",22-MAY-99,1,"XX",0,""
"T05","01",22-MAY-99,15,"XX",0,""
"T05","01",22-MAY-99,3,"93",1,""
"T05","01",22-MAY-99,3,"94",1,""
"T05","01",22-MAY-99,4,"99",2,""
"T05","01",22-MAY-99,5,"XX",0,""
"T05","01",22-MAY-99,6,"XX",0,""
"T05","01",22-MAY-99,7,"93",1,""
"T05","01",22-MAY-99,8,"94",1,""
"T05","01",22-MAY-99,9,"93",1,""
"T05","01",22-MAY-99,9,"99",2,""
"T05","01",22-MAY-99,10,"93",1,""
"T05","01",22-MAY-99,11,"XX",0,""
"T05","01",22-MAY-99,12,"XX",0,""
"T05","01",22-MAY-99,13,"XX",0,""
"T05","01",22-MAY-99,14,"XX",0,""
"T05","01",22-MAY-99,2,"94",2,""
"T02","01",25-MAY-99,10,"XX",0,""
"T02","01",25-MAY-99,11,"XX",0,""
"T02","01",25-MAY-99,1,"XX",0,""
"T02","01",25-MAY-99,2,"XX",0,""
"T02","01",25-MAY-99,3,"99",4,""
"T02","01",25-MAY-99,9,"XX",0,""
"T02","01",25-MAY-99,5,"99",8,""
"T02","01",25-MAY-99,6,"99",2,""
"T02","01",25-MAY-99,7,"XX",0,""
"T02","01",25-MAY-99,8,"XX",0,""
"T02","01",25-MAY-99,4,"99",2,""
"T06","01",26-MAY-99,6,"XX",0,""
"T02","02",26-MAY-99,1,"99",1,""
"T06","01",26-MAY-99,8,"XX",0,""
"T06","01",26-MAY-99,9,"XX",0,""
"T06","01",26-MAY-99,10,"XX",0,""
"T06","01",26-MAY-99,11,"XX",0,""
"T06","01",26-MAY-99,12,"XX",0,""
"T07","01",26-MAY-99,1,"99",1,""
"T07","01",26-MAY-99,2,"99",1,""
"T07","01",26-MAY-99,3,"XX",0,""
"T07","01",26-MAY-99,4,"XX",0,""
"T07","01",26-MAY-99,5,"XX",0,""
"T07","01",26-MAY-99,6,"99",2,""
"T06","01",26-MAY-99,1,"98",1,""
"T06","01",26-MAY-99,2,"XX",0,""
"T06","01",26-MAY-99,3,"XX",0,""
"T06","01",26-MAY-99,4,"100",1,""
"T06","01",26-MAY-99,4,"99",1,""
"T06","01",26-MAY-99,5,"XX",0,""
"T02","02",26-MAY-99,2,"XX",0,""
